Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
1032,0,4,6,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Introduction to Typography,https://www.coursera.org/learn/typography?specialization=graphic-design
1033,0,4,7,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",The Measure Phase for the 6 σ Black Belt,https://www.coursera.org/learn/themeasurephaseforthesixsigmablackbelt?specialization=six-sigma-black-belt
1034,1,1,2,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Taxation of Business Entities I: Corporations,https://www.coursera.org/learn/taxation-business-entities-part-1?specialization=united-states-federal-taxation
1035,1,1,6,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Gestión con enfoque en riesgos en proyectos de desarrollo,https://www.coursera.org/learn/gestion-con-enfoque-en-riesgos-en-proyectos-de-desarrollo?specialization=especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo
1036,1,1,5,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Roadmap to Success in Digital Manufacturing & Design ,https://www.coursera.org/learn/roadmap-success-digital-manufacturing-design?specialization=digital-manufacturing-design-technology
1037,0,2,6,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Economics and Policies of Climate Change,https://www.coursera.org/learn/economics-and-policies-of-climate-change?specialization=climatechangeandsustainableinvesting
1038,0,3,0,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Medical Terminology III,https://www.coursera.org/learn/medical-terminology-iii?specialization=medicalterminology
1039,0,1,7,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",IELTS Listening and Speaking Sections Skills Mastery,https://www.coursera.org/learn/ielts-listening-speaking?specialization=ielts-preparation
1040,1,1,6,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Advanced Styling with Responsive Design,https://www.coursera.org/learn/responsivedesign?specialization=web-design
1041,1,2,3,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Design and Build a Data Warehouse for Business Intelligence Implementation,https://www.coursera.org/learn/data-warehouse-bi-building?specialization=data-warehousing
1042,1,1,0,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Building High-Performing Teams,https://www.coursera.org/learn/high-performing-teams?specialization=team-building
1043,0,2,6,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Supply Chain Optimization,https://www.coursera.org/learn/supply-chain-optimization?specialization=leverage-data-science-agile-supply-chain
1044,1,4,8,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",The Data Science of Health Informatics,https://www.coursera.org/learn/the-data-science-of-health-informatics?specialization=health-informatics
1045,1,1,3,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Statistics for International Business,https://www.coursera.org/learn/statistics-international-business?specialization=mba
1046,1,4,9,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Business Transformation with Google Cloud,https://www.coursera.org/learn/business-transformation-google-cloud?specialization=organizational-change-and-culture-for-adopting-google-cloud
1047,0,2,0,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Introduction to Big Data,https://www.coursera.org/learn/big-data-introduction?specialization=big-data
1048,1,2,9,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Financing for Startup Businesses,https://www.coursera.org/learn/financing-startup-businesses?specialization=entrepreneurial-finance
1049,1,1,9,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Value-Based Care: Quality Improvement in Organizations,https://www.coursera.org/learn/value-based-care-quality-improvement-in-organizations?specialization=value-based-care
1050,0,3,8,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Artificial Intelligence and legal issues,https://www.coursera.org/learn/artificial-intelligence-and-legal-issues?specialization=artificial-intelligence-overview
1051,1,4,8,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://www.coursera.org/learn/work-smarter-not-harder?specialization=career-success
1052,1,4,7,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Evaluating User Interfaces,https://www.coursera.org/learn/ui-testing?specialization=user-interface-design
1053,0,2,7,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Decentralized Finance (DeFi) Infrastructure,https://www.coursera.org/learn/decentralized-finance-infrastructure-duke?specialization=decentralized-finance-duke
1054,1,1,9,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Machine Learning Algorithms with R in Business Analytics,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics?specialization=analytics
1055,1,4,3,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",FinTech Risk Management,https://www.coursera.org/learn/fintech-risk-management?specialization=fintech
1056,1,4,7,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Docs,https://www.coursera.org/learn/google-docs?specialization=getting-started-with-google-workspace
1057,1,2,1,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Startup Valuation Methods,https://www.coursera.org/learn/startup-valuation-methods?specialization=entrepreneurial-finance
1058,0,4,6,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Research Instruments and Research Hypotheses,https://www.coursera.org/learn/research-instruments-and-research-hypotheses?specialization=market-research-market-research
1059,1,3,7,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",C Programming: Getting Started - 1,https://www.coursera.org/learn/c-programming-getting-started?specialization=c-programming-linux
1060,0,2,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Algebra: Elementary to Advanced - Functions & Applications,https://www.coursera.org/learn/algebra-ii?specialization=algebra-elementary-to-advanced
1061,1,2,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Build personal resilience,https://www.coursera.org/learn/build-personal-resilience?specialization=adapting-career-development
1062,1,4,2,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Drive,https://www.coursera.org/learn/google-drive?specialization=getting-started-with-google-workspace
1063,1,3,0,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Supply Chain Planning,https://www.coursera.org/learn/planning?specialization=supply-chain-management
1064,0,2,7,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Cyber Attack Countermeasures,https://www.coursera.org/learn/cyber-attack-countermeasures?specialization=intro-cyber-security
1065,1,1,2,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Foundations of Business Strategy,https://www.coursera.org/learn/uva-darden-foundations-business-strategy?specialization=business-strategy
1066,0,2,6,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Intermediate Grammar Project,https://www.coursera.org/learn/intermediate-grammar-capstone?specialization=intermediate-grammar
1067,0,3,6,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Data Structures,https://www.coursera.org/learn/data-structures?specialization=data-structures-algorithms
1068,1,1,0,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,JSON and Natural Language Processing in PostgreSQL,https://www.coursera.org/learn/json-natural-language-processing-postgresql?specialization=postgresql-for-everybody
1069,1,4,0,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Positive Psychology: Applications and Interventions,https://www.coursera.org/learn/positive-psychology-applications?specialization=positivepsychology
1070,1,1,4,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Data Science in Real Life,https://www.coursera.org/learn/real-life-data-science?specialization=executive-data-science
1071,1,3,1,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Simple Regression Analysis in Public Health ,https://www.coursera.org/learn/simple-regression-analysis-public-health?specialization=biostatistics-public-health
1072,0,2,0,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Managing Cybersecurity Incidents and Disasters,https://www.coursera.org/learn/managing-cybersecurity-incidents-and-disasters?specialization=managing-cybersecurity
